Date,open,high,low,close,volume,dividends,stock splits,returns,vol_30d,vol_252d,sma_50,sma_200,regime
2017-06-29 00:00:00-04:00,21487.380859375,21487.380859375,21197.080078125,21287.029296875,336750000,0.0,0.0,-0.007810912573419926,0.05659584428409417,0.08027187144432764,21080.7025,19957.88005859375,1
2017-06-30 00:00:00-04:00,21348.599609375,21426.119140625,21325.080078125,21349.630859375,313260000,0.0,0.0,0.0029408313215968374,0.05665425946586043,0.0793082720955418,21096.1208984375,19974.454365234375,1
2017-07-03 00:00:00-04:00,21392.30078125,21562.75,21391.7109375,21479.26953125,186810000,0.0,0.0,0.0060721739279194775,0.055996903379413245,0.07948885901200692,21114.75109375,19990.788310546875,1
2017-07-05 00:00:00-04:00,21492.830078125,21505.359375,21404.759765625,21478.169921875,273690000,0.0,0.0,-5.119398373398809e-05,0.05521716964704671,0.07920060457726716,21129.0366796875,20007.56015625,1
2017-07-06 00:00:00-04:00,21423.9296875,21433.099609375,21305.380859375,21320.0390625,320450000,0.0,0.0,-0.007362399122000984,0.060072035922783804,0.07953028000586139,21135.515078125,20023.559501953125,1
2017-07-07 00:00:00-04:00,21354.66015625,21425.8203125,21350.720703125,21414.33984375,242240000,0.0,0.0,0.0044231054630601285,0.060491559890504955,0.07959229178285497,21144.300078125,20039.981396484374,1
2017-07-10 00:00:00-04:00,21381.23046875,21446.390625,21371.109375,21408.51953125,270340000,0.0,0.0,-0.00027179509349661846,0.05998697128455971,0.07847112497917658,21152.8438671875,20055.555498046873,1
2017-07-11 00:00:00-04:00,21410.169921875,21441.619140625,21279.30078125,21409.0703125,247570000,0.0,0.0,2.5727199360892072e-05,0.059974370643741115,0.07838323746357141,21162.215078125,20070.638544921876,1
2017-07-12 00:00:00-04:00,21467.9296875,21580.7890625,21467.9296875,21532.140625,267870000,0.0,0.0,0.00574851269595511,0.06115692747549853,0.07832109953342964,21174.588671875,20086.992001953124,1
2017-07-13 00:00:00-04:00,21537.189453125,21568.720703125,21512.359375,21553.08984375,232270000,0.0,0.0,0.0009729278251915385,0.06092326289602451,0.07831876667810565,21186.65265625,20104.28330078125,1
